,Communes,Classement 
23721,ST COLOMBAN DES VILLARDS,26410
23722,ST JULIEN DES POINTS,19693
23723,CHALANDRY,19199
23724,BETBEZER D ARMAGNAC,32986
23725,ST FRANCOIS LONGCHAMP,14872
23726,ST MARTIN DE BOUBAUX,24306
23727,CIERGES,33272
23728,BEYRIES,24839
23729,ST GENIX LES VILLAGES,2820
23730,ST PIERRE DE NOGARET,22556
23731,CONDE EN BRIE,11346
23732,BIARROTTE,16230
23733,ST GEORGES D HURTIERES,16771
23734,ST SAUVEUR DE GINESTOUX,32934
23735,COURCHAMPS,31382
23736,BOSTENS,22728
23737,ST JEAN D ARVEY,2455
23738,SERVERETTE,26235
23739,CRAMAILLE,33408
23740,CANENX ET REAUT,30414
23741,ST JEAN DE LA PORTE,8631
23742,VILLEFORT,11040
23743,CREPY,10234
23744,CAPBRETON,157
23745,ST JULIEN MONT DENIS,9160
23746,TUFFALUN,15660
23747,DANIZY,14673
23748,CASTANDET,28224
23749,LES BELLEVILLE,6190
23750,TUFFALUN,15660
23751,ENGLANCOURT,25305
23752,CASTELNAU CHALOSSE,23937
23753,ST MARTIN SUR LA CHAMBRE,16252
23754,ARTANNES SUR THOUET,7416
23755,EPAGNY,29719
23756,CAUNA,26425
23757,ST OURS,7298
23758,BAUGE EN ANJOU,3832
23759,ESSIGNY LE GRAND,6831
23760,DOAZIT,22108
23761,ST REMY DE MAURIENNE,15717
23762,BRISSAC LOIRE AUBANCE,5339
23763,ETREPILLY,8974
23764,DONZACQ,24142
23765,ST VITAL,6784
23766,BROSSAY,22002
23767,FAVEROLLES,24912
23768,ESCOURCE,34504
23769,SALINS FONTAINE,4015
23770,CERNUSSON,14900
23771,FESMY LE SART,16967
23772,EYRES MONCUBE,23083
23773,SONNAZ,1321
23774,OREE D ANJOU,2101
23775,LA FLAMENGRIE,8843
23776,FARGUES,25473
23777,LA TABLE,22704
23778,OREE D ANJOU,2101
23779,FOURDRAIN,23252
23780,LE FRECHE,32272
23781,VAL CENIS,22221
23782,LA CHAPELLE ST LAUD,14941
23783,FRESNES SOUS COUCY,21073
23784,GAAS,10640
23785,VAL CENIS,22221
23786,LES HAUTS D ANJOU,4140
23787,FRIERES FAILLOUEL,10801
23788,GAMARDE LES BAINS,16138
23789,VAL CENIS,22221
23790,TERRANJOU,8481
23791,GIBERCOURT,15232
23792,GASTES,986
23793,TOURNON,6362
23794,CHEMILLE EN ANJOU,3390
23795,GRICOURT,7108
23796,HAUT MAUCO,6890
23797,TRAIZE,5397
23798,CHEMILLE EN ANJOU,3390
23799,GUIVRY,10620
23800,LABATUT,16597
23801,VENTHON,4109
23802,CHOLET,90
23803,JOUAIGNES,31724
23804,LACAJUNTE,27338
23805,VEREL DE MONTBEL,7612
23806,LE COUDRAY MACOUARD,16483
23807,JUSSY,10836
23808,LAHOSSE,24619
23809,LE VERNEIL,21971
23810,COURCHAMPS,10112
23811,LANDOUZY LA COUR,23277
23812,LAMOTHE,22999
23813,VILLAREMBERT,6804
23814,DISTRE,7004
23815,LAPPION,32745
23816,LARBEY,25827
23817,VIONS,7032
23818,DOUE EN ANJOU,5384
23819,LAVAQUERESSE,26704
23820,LENCOUACQ,34643
23821,ALEX,2415
23822,DURTAL,6653
23823,LEUILLY SOUS COUCY,22965
23824,LIT ET MIXE,923
23825,BALLAISON,5187
23826,FENEU,4127
23827,LES SEPTVALLONS,28873
23828,LOURQUEN,22987
23829,LA BALME DE SILLINGY,956
23830,LES BOIS D ANJOU,7984
23831,LES SEPTVALLONS,28873
23832,LUE,32085
23833,BOEGE,3874
23834,FONTEVRAUD L ABBAYE,12002
23835,LUGNY,32034
23836,MAGESCQ,11892
23837,BONNE,2061
23838,INGRANDES LE FRESNE SUR LOIRE,6892
23839,MAIZY,27968
23840,MAZEROLLES,3132
23841,BRIZON,5466
23842,INGRANDES LE FRESNE SUR LOIRE,6892
23843,VILLARS ST GEORGES,18012
23844,MOMUY,25168
23845,LA CHAPELLE ST MAURICE,14058
23846,LES GARENNES SUR LOIRE,2107
23847,VILLARS SOUS DAMPJOUX,17388
23848,MONSEGUR,20594
23849,CHARVONNEX,2247
23850,JUVARDEIL,15536
23851,VILLARS SOUS ECOT,20756
23852,MONTFORT EN CHALOSSE,10864
23853,CLUSES,627
23854,LOIRE,26960
23855,VILLENEUVE D AMONT,30616
23856,NASSIET,15194
23857,COMBLOUX,3570
23858,LONGUE JUMELLES,3015
23859,VUILLAFANS,26800
23860,OEYREGAVE,14031
23861,LA COTE D ARBROZ,13660
23862,MAZE MILON,6713
23863,ALBON,12372
23864,PARENTIS EN BORN,625
23865,CRANVES SALES,1098
23866,LONGUENEE EN ANJOU,4420
23867,ALIXAN,3674
23868,PERQUIE,32708
23869,DEMI QUARTIER,3821
23870,MONTREUIL JUIGNE,1064
23871,ALLAN,9146
23872,PEY,16402
23873,DESINGY,11551
23874,MONTREUIL SUR LOIR,12176
23875,BARRET DE LIOURE,33957
23876,PEYRE,24102
23877,DOMANCY,4609
23878,MONTREVAULT SUR EVRE,4000
23879,BESIGNAN,32370
23880,PEYREHORADE,3931
23881,FAVERGES SEYTHENEX,2036
23882,MONTREVAULT SUR EVRE,4000
23883,BEZAUDUN SUR BINE,28984
23884,PONTENX LES FORGES,30780
23885,LES GETS,7403
23886,NOYANT VILLAGES,11373
23887,BOULC,34822
23888,POUYDESSEAUX,20068
23889,GIEZ,6694
23890,NOYANT VILLAGES,11373
23891,BOULC,34822
23892,POYARTIN,18860
23893,GROISY,1731
23894,NOYANT VILLAGES,11373
23895,BOURG DE PEAGE,1479
23896,PUJO LE PLAN,24812
23897,JONZIER EPAGNY,7991
23898,MAUGES SUR LOIRE,5149
23899,CHABRILLAN,19270
23900,PUYOL CAZALET,22675
23901,VAL DE CHAISE,10656
23902,MAUGES SUR LOIRE,5149
23903,LE CHAFFAL,34488
23904,RION DES LANDES,20433
23905,VAL DE CHAISE,10656
23906,MAUGES SUR LOIRE,5149
23907,CHAMALOC,29174
23908,ROQUEFORT,13065
23909,MINZIER,16754
23910,MAUGES SUR LOIRE,5149
23911,CHANTEMERLE LES GRIGNAN,26165
23912,STE FOY,19060
23913,MONNETIER MORNEX,1639
23914,OMBREE D ANJOU,8402
23915,CHARMES SUR L HERBASSE,12449
23916,ST LOUBOUER,20717
23917,MONTAGNY LES LANCHES,3194
23918,OMBREE D ANJOU,8402
23919,CHATILLON EN DIOIS,32732
23920,STE MARIE DE GOSSE,16516
23921,MORZINE,6065
23922,OMBREE D ANJOU,8402
23923,CHATILLON EN DIOIS,32732
23924,ST MICHEL ESCALUS,29463
23925,MURES,4669
23926,GENNES VAL DE LOIRE,3083
23927,CLAVEYSON,19636
23928,ST PERDON,7394
23929,MUSIEGES,11195
23930,ST BARTHELEMY D ANJOU,410
23931,CONDORCET,29610
23932,ST VINCENT DE TYROSSE,2376
23933,NOVEL,24725
23934,ST CLEMENT DE LA PLACE,9731
23935,LA COUCOURDE,17839
23936,ST YAGUEN,30658
23937,PEILLONNEX,4082
23938,ST CLEMENT DES LEVEES,6595
23939,DIEULEFIT,12698
23940,SAUBRIGUES,7595
23941,GLIERES VAL DE BORNE,12272
23942,ST GERMAIN DES PRES,9150
23943,ESPELUCHE,10619
23944,SAUGNACQ ET MURET,31733
23945,GLIERES VAL DE BORNE,12272
23946,VAL DU LAYON,10455
23947,ESPENEL,27377
23948,SOLFERINO,34731
23949,POISY,361
23950,ST LEGER SOUS CHOLET,3518
23951,ETOILE SUR RHONE,5375
23952,SORT EN CHALOSSE,18244
23953,ST FELIX,4662
23954,LOIRE AUTHION,1691
23955,EYMEUX,16240
23956,UZA,33803
23957,ST JEAN D AULPS,10410
23958,LOIRE AUTHION,1691
23959,FAY LE CLOS,16480
23960,VERT,33950
23961,ST JEAN DE THOLOME,4451
23962,VERRIERES EN ANJOU,606
23963,GENISSIEUX,5567
23964,AUTAINVILLE,32667
23965,ST SIGISMOND,4778
23966,SARRIGNE,4312
23967,LE GRAND SERRE,17913
23968,BAILLOU,24338
23969,SALLANCHES,336
23970,SAUMUR,182
23971,LEONCEL,33962
23972,BOUFFRY,30986
23973,SCIONZIER,1825
23974,SAUMUR,182
23975,LIVRON SUR DROME,5613
23976,CANDE SUR BEUVRON,7705
23977,SIXT FER A CHEVAL,23156
23978,SAVENNIERES,7353
23979,MARCHES,12737
23980,CHAILLES,2078
23981,TANINGES,2982
23982,SCEAUX D ANJOU,19486
23983,MARGES,6789
23984,CHAMBORD,27680
23985,THUSY,6150
23986,SEGRE EN ANJOU BLEU,3041
23987,MIRMANDE,23428
23988,LA CHAPELLE VICOMTESSE,33589
23989,LA TOUR,3714
23990,SEGRE EN ANJOU BLEU,3041
23991,MONTBOUCHER SUR JABRON,9309
23992,CHATEAUVIEUX,13760
23993,VALLIERES SUR FIER,6319
23994,SEGRE EN ANJOU BLEU,3041
23995,MONTBRUN LES BAINS,27438
23996,CHATRES SUR CHER,15938
23997,VALLIERES SUR FIER,6319
23998,SEGRE EN ANJOU BLEU,3041
23999,MONTCHENU,24573
24000,CHISSAY EN TOURAINE,7452
24001,VERCHAIX,12109
24002,SEGRE EN ANJOU BLEU,3041
24003,MONTMEYRAN,13219
24004,VALLOIRE SUR CISSE,4709
24005,VILLARD,13090
24006,SEGRE EN ANJOU BLEU,3041
24007,MONTOISON,12058
24008,LE CONTROIS EN SOLOGNE,7483
24009,VILLAZ,1750
24010,SOULAINES SUR AUBANCE,6269
24011,MONTREAL LES SOURCES,33195
24012,CORMERAY,17438
24013,VILLY LE BOUVERET,8297
24014,BELLEVIGNE EN LAYON,5591
24015,LA MOTTE FANJAS,14997
24016,COUFFY,18270
24017,PARIS 04,/ 34 837
24018,LYS HAUT LAYON,8312
24019,MUREILS,15341
24020,COURMEMIN,31808
24021,PARIS 07,/ 34 837
24022,LYS HAUT LAYON,8312
24023,NYONS,5485
24024,COUR SUR LOIRE,15002
24025,PARIS 11,/ 34 837
24026,LYS HAUT LAYON,8312
24027,OMBLEZE,34815
24028,VALLEE DE RONSARD,24989
24029,PARIS 15,/ 34 837
24030,LYS HAUT LAYON,8312
24031,LE PEGUE,25258
24032,EPUISAY,27964
24033,PARIS 16,/ 34 837
24034,RIVES DU LOIR EN ANJOU,3448
24035,LA PENNE SUR L OUVEZE,18976
24036,FONTAINE LES COTEAUX,18004
24037,PARIS 20,/ 34 837
24038,AGON COUTAINVILLE,560
24039,PEYRUS,28232
24040,LA FONTENELLE,29627
24041,ALLOUVILLE BELLEFOSSE,12491
24042,AMIGNY,7277
24043,LES PILLES,28988
24044,FOSSE,7147
24045,AMFREVILLE LES CHAMPS,18016
24046,ANNOVILLE,665
24047,LE POET SIGILLAT,33997
24048,FRETEVAL,17797
24049,ANNEVILLE SUR SCIE,8777
24050,BACILLY,8103
24051,PORTES EN VALDAINE,24172
24052,GOMBERGEAN,29699
24053,AUBERMESNIL AUX ERABLES,31796
24054,LA BALEINE,21464
24055,REAUVILLE,26360
24056,HUISSEAU EN BEAUCE,11381
24057,LES AUTHIEUX SUR LE PORT ST OUEN,3859
24058,BEAUCHAMPS,9380
24059,REILHANETTE,33011
24060,MARCHENOIR,29755
24061,LES HAUTS DE CAUX,8771
24062,BEAUCOUDRAY,26162
24063,ROCHEFOURCHAT,34455
24064,MAREUIL SUR CHER,11858
24065,AVESNES EN VAL,33291
24066,LA HAGUE,318
24067,LA ROCHE SUR LE BUIS,33149
24068,MAZANGE,10415
24069,BEAUSSAULT,25362
24070,LA HAGUE,318
24071,ROUSSIEUX,34783
24072,MER,5199
24073,BEAUVOIR EN LYONS,17058
24074,LA HAGUE,318
24075,ST AGNAN EN VERCORS,31037
24076,MONTHOU SUR BIEVRE,18733
24077,BEC DE MORTAGNE,11190
24078,LA HAGUE,318
24079,ST CHRISTOPHE ET LE LARIS,21809
24080,MONTHOU SUR CHER,19394
24081,BELLENCOMBRE,26930
24082,BELVAL,10862
24083,ST DIZIER EN DIOIS,34772
24084,MONTOIRE SUR LE LOIR,9271
24085,LA BELLIERE,17292
24086,BEUVRIGNY,16953
24087,STE EULALIE EN ROYANS,19996
24088,MONTRICHARD VAL DE CHER,5188
24089,BELMESNIL,18386
24090,BOURGUENOLLES,19523
24091,ST MARTIN EN VERCORS,27237
24092,MONTRICHARD VAL DE CHER,5188
24093,BERTRIMONT,19464
24094,BOUTTEVILLE,12138
24095,ST MICHEL SUR SAVASSE,26590
24096,MUIDES SUR LOIRE,16439
24097,LE BOCASSE,17768
24098,BRICQUEVILLE SUR MER,577
24099,ST RAMBERT D ALBON,4225
24100,NEUVY,26474
24101,BOIS D ENNEBOURG,8243
24102,BRIX,3098
24103,ST ROMAN,29063
24104,NOUAN LE FUZELIER,16404
24105,BOOS,1911
24106,BUAIS LES MONTS,26735
24107,SALLES SOUS BOIS,21481
24108,NOYERS SUR CHER,10220
24109,CALLENGEVILLE,30439
24110,CAMPROND,13183
24111,SAULCE SUR RHONE,18509
24112,VEUZAIN SUR LOIRE,5355
24113,BOSC MESNIL,24278
24114,CANISY,2334
24115,SAUZET,9920
24116,OUCQUES LA NOUVELLE,20941
24117,BOSVILLE,15777
24118,CARENTAN LES MARAIS,146
24119,SUZE,23484
24120,OUZOUER LE DOYEN,27786
24121,BOURDAINVILLE,17799
24122,CARENTAN LES MARAIS,146
24123,TAULIGNAN,16688
24124,BEAUCE LA ROMAINE,18508
24125,BOURVILLE,22600
24126,CARENTAN LES MARAIS,146
24127,TERSANNE,19674
24128,PIERREFITTE SUR SAULDRE,31296
24129,BUCHY,13244
24130,CARENTAN LES MARAIS,146
24131,TEYSSIERES,34257
24132,LE POISLAY,28599
24133,BUCHY,13244
24134,LE GRIPPON,9005
24135,LA TOUCHE,27286
24136,PONTLEVOY,14173
24137,CANTELEU,788
24138,CHAMPREPUS,20313
24139,VERCHENY,27741
24140,PRAY,27200
24141,CANY BARVILLE,6159
24142,CHANTELOUP,6523
24143,VESC,31834
24144,ROUGEOU,24027
24145,CATENAY,17714
24146,CHERBOURG EN COTENTIN,7
24147,VILLEFRANCHE LE CHATEAU,34571
24148,ST BOHAIRE,10158
24149,RIVES EN SEINE,5487
24150,CHERENCE LE HERON,11017
24151,VILLEPERDRIX,34135
24152,ST CLAUDE DE DIRAY,3654
24153,RIVES EN SEINE,5487
24154,COLOMBY,20472
24155,ACQUIGNY,7965
24156,ST ETIENNE DES GUERETS,30385
24157,CLEUVILLE,22663
24158,COURTILS,659
24159,AILLY,11094
24160,ST LOUP,28377
24161,CRIEL SUR MER,582
24162,COUTANCES,592
24163,ALIZAY,2492
24164,ST OUEN,3361
24165,CROIXDALLE,22981
24166,CROSVILLE SUR DOUVE,26602
24167,AMFREVILLE SUR ITON,12918
24168,ST VIATRE,21572
24169,CROPUS,22014
24170,DANGY,16669
24171,LE VAL D HAZEY,3818
24172,SALBRIS,7331
24173,CROSVILLE SUR SCIE,16568
24174,DOMJEAN,8682
24175,AUTHEUIL AUTHOUILLET,11137
24176,SARGE SUR BRAYE,24033
24177,CUVERVILLE,11478
24178,DONVILLE LES BAINS,207
24179,AUTHOU,16838
24180,SASSAY,24604
24181,DOUVREND,25655
24182,DOVILLE,20944
24183,AVIRON,2842
24184,SAVIGNY SUR BRAYE,13990
24185,ECRETTEVILLE LES BAONS,18946
24186,DUCEY LES CHERIS,2994
24187,BARQUET,25676
24188,SERIS,18423
24189,ELBEUF SUR ANDELLE,23003
24190,ECAUSSEVILLE,13439
24191,BARVILLE,18782
24192,SEUR,8052
24193,ERMENOUVILLE,19377
24194,EQUILLY,13023
24195,MESNIL EN OUCHE,9909
24196,SOINGS EN SOLOGNE,25463
24197,ETALLEVILLE,19163
24198,FLEURY,10847
24199,MESNIL EN OUCHE,9909
24200,COUETRON AU PERCHE,26455
24201,TERRES DE CAUX,9597
24202,FRESVILLE,16096
24203,MESNIL EN OUCHE,9909
24204,THEILLAY,7665
24205,TERRES DE CAUX,9597
24206,GATHEMO,17424
24207,MESNIL EN OUCHE,9909
24208,THOURY,27734
24209,TERRES DE CAUX,9597
24210,GORGES,26387
24211,BERNAY,586
24212,VERNOU EN SOLOGNE,28892
24213,FLAMANVILLE,16600
24214,GOUVILLE SUR MER,425
24215,BERNOUVILLE,10436
24216,LA VILLE AUX CLERCS,21393
24217,FLOCQUES,527
24218,GRANVILLE,52
24219,LES MONTS DU ROUMOIS,10989
24220,VILLEBOUT,30887
24221,FONTAINE EN BRAY,20528
24222,LE BOIS HELLAIN,14905
24223,BERVILLE LA CAMPAGNE,25322
24224,VILLECHAUVE,28005
24225,FONTAINE SOUS PREAUX,3899
24226,BOISSET LES PREVANCHES,20250
24227,BEUZEVILLE,6711
24228,VILLEFRANCHE SUR CHER,7379
24229,FRENEUSE,3544
24230,BOISSY LAMBERVILLE,11983
24231,BEZU LA FORET,29663
24232,VILLERBON,9799
24233,FRICHEMESNIL,20014
24234,FLANCOURT CRESCY EN ROUMOIS,17122
24235,FRONSAC,3053
24236,VILLEROMAIN,28819
24237,GANZEVILLE,3057
24238,FLANCOURT CRESCY EN ROUMOIS,17122
24239,GAURIAC,11366
24240,ARCINGES,22518
24241,GOMMERVILLE,7534
24242,THENOUVILLE,20876
24243,GENISSAC,8032
24244,BELLEROCHE,19603
24245,GONFREVILLE CAILLOT,14556
24246,THENOUVILLE,20876
24247,GOURS,21881
24248,BOEN SUR LIGNON,3781
24249,GREUVILLE,18381
24250,BOSGOUET,12644
24251,GUITRES,10840
24252,BRIENNON,12825
24253,GRIGNEUSEVILLE,24850
24254,BOSROBERT,21717
24255,LANTON,612
24256,BUSSIERES,14470
24257,GRUCHET ST SIMEON,15529
24258,LES BOTTEREAUX,30914
24259,LARUSCADE,16837
24260,CALOIRE,6173
24261,GRUGNY,20153
24262,BOUQUELON,14255
24263,LESTIAC SUR GARONNE,13435
24264,CELLIEU,6490
24265,LA HALLOTIERE,31502
24266,GRAND BOURGTHEROULDE,5084
24267,LIGNAN DE BAZAS,23682
24268,CEZAY,24451
24269,HAUSSEZ,26140
24270,GRAND BOURGTHEROULDE,5084
24271,MARTILLAC,2344
24272,CHATEAUNEUF,7641
24273,HAUTOT LE VATOIS,21474
24274,BOURNEVILLE STE CROIX,9217
24275,MAZION,15070
24276,CHUYER,8941
24277,HAUTOT ST SULPICE,16626
24278,BOURNEVILLE STE CROIX,9217
24279,PEUJARD,12607
24280,CIVENS,8371
24281,LE HAVRE,8
24282,BRAY,21121
24283,PLEINE SELVE,23454
24284,COMBRE,12247
24285,HENOUVILLE,6476
24286,BREUILPONT,14013
24287,PORTETS,8681
24288,COUTOUVRE,14069
24289,HEUQUEVILLE,591
24290,BUEIL,11960
24291,PUGNAC,11314
24292,CREMEAUX,24168
24293,LES IFS,33023
24294,CAORCHES ST NICOLAS,5606
24295,PUGNAC,11314
24296,CUINZIER,22201
24297,ILLOIS,30190
24298,CAUVERVILLE EN ROUMOIS,15695
24299,PUISSEGUIN,12940
24300,L ETRAT,1256
24301,LANQUETOT,7276
24302,CESSEVILLE,19092
24303,SABLONS,13064
24304,FONTANES,5036
24305,LIMESY,11196
24306,CHAIGNES,12161
24307,ST EMILION,5630
24308,LA FOUILLOUSE,1018
24309,LES LOGES,724
24310,CHAISE DIEU DU THEIL,17350
24311,ST EXUPERY,19128
24312,GREZIEUX LE FROMENTAL,9020
24313,LA LONDE,5079
24314,CHAMBORD,31236
24315,ST HILAIRE DE LA NOAILLE,12577
24316,JAS,17496
24317,LOUVETOT,17112
24318,CHARLEVAL,9649
24319,ST MARTIAL,26446
24320,JURE,26713
24321,MANEGLISE,4828
24322,CHATEAU SUR EPTE,16741
24323,ST MARTIN LACAUSSADE,6359
24324,LAVIEU,11296
24325,MANNEVILLE LA GOUPIL,8573
24326,CHAUVINCOURT PROVEMONT,11013
24327,ST PHILIPPE D AIGUILLE,23089
24328,LEZIGNEUX,4069
24329,MANNEVILLETTE,6321
24330,CHENNEBRUN,29358
24331,ST SELVE,11084
24332,LURIECQ,13856
24333,MATHONVILLE,20522
24334,MARBOIS,24039
24335,ST SULPICE DE FALEYRENS,5183
24336,MARCENOD,13470
24337,MELLEVILLE,26983
24338,CIERREY,10998
24339,TOULENNE,5153
24340,MARCOUX,14975
24341,MESANGUEVILLE,27436
24342,COLLANDRES QUINCARNON,25503
24343,AIGUES VIVES,29926
24344,MARGERIE CHANTAGRET,9947
24345,LE MESNIL ESNARD,677
24346,CORNEVILLE LA FOUQUETIERE,9406
24347,ARBORAS,32553
24348,NERONDE,14039
24349,MILLEBOSC,18332
24350,COUDRES,24468
24351,ASSIGNAN,26222
24352,PARIGNY,4161
24353,MONCHY SUR EU,20164
24354,COURBEPINE,3464
24355,LA BOISSIERE,24508
24356,PRECIEUX,8279
24357,NEUFBOSC,25380
24358,LA COUTURE BOUSSEY,7968
24359,BRENAS,26210
24360,REGNY,8755
24361,NEUF MARCHE,25248
24362,LA CROISILLE,15954
24363,CABRIERES,20396
24364,RIVE DE GIER,2086
24365,NEVILLE,10360
24366,MESNILS SUR ITON,10107
24367,CAZEVIEILLE,26444
24368,ST BARTHELEMY LESTRA,18082
24369,FRANQUEVILLE ST PIERRE,1376
24370,MESNILS SUR ITON,10107
24371,CELLES,21899
24372,ST BONNET LE COURREAU,26928
24373,NOTRE DAME DU PARC,22269
24374,DANGU,11304
24375,CESSERAS,24261
24376,ST CHAMOND,309
24377,OCQUEVILLE,14794
24378,DOUDEAUVILLE EN VEXIN,17845
24379,FOS,25635
24380,ST ETIENNE,20
24381,OURVILLE EN CAUX,17367
24382,DROISY,19519
24383,GABIAN,15683
24384,ST ETIENNE,20
24385,PALUEL,867
24386,DRUCOURT,8251
24387,GRABELS,1337
24388,ST GENEST MALIFAUX,3919
24389,PETIT COURONNE,1251
24390,VEXIN SUR EPTE,9540
24391,GUZARGUES,12998
24392,GENILAC,3245
24393,PIERREFIQUES,12157
24394,VEXIN SUR EPTE,9540
24395,LAVERUNE,1950
24396,ST HILAIRE CUSSON LA VALMITTE,24905
24397,PISSY POVILLE,4041
24398,EPAIGNES,10138
24399,MARSEILLAN,178
24400,ST JEAN SOLEYMIEUX,18169
24401,QUEVILLON,5666
24402,EPIEDS,12855
24403,LES MATELLES,7591
24404,ST JODARD,16187
24405,QUINCAMPOIX,3214
24406,ETREVILLE,21981
24407,MONTELS,12471
24408,ST JULIEN MOLIN MOLETTE,5830
24409,RONCHOIS,32691
24410,EVREUX,246
24411,MUDAISON,3712
24412,ST JUST LA PENDUE,13526
24413,ROSAY,21836
24414,FARCEAUX,17808
24415,PEGAIROLLES DE BUEGES,34737
24416,ST MARTIN LA PLAINE,6251
24417,ROUVILLE,15395
24418,LA FERRIERE SUR RISLE,25394
24419,POUJOLS,17412
24420,ST MARTIN LA SAUVETE,26233
24421,ROUXMESNIL BOUTEILLES,2764
24422,FONTAINE BELLENGER,8036
24423,PUIMISSON,12032
24424,ST NIZIER DE FORNAS,16625
24425,ROYVILLE,21633
24426,FONTAINE LA LOUVET,18823
24427,ROUJAN,9038
24428,ST NIZIER SOUS CHARLIEU,6924
24429,LA RUE ST PIERRE,20797
24430,FONTAINE SOUS JOUY,17149
24431,ST CHINIAN,16295
24432,ST PRIEST EN JAREZ,625
24433,SAANE ST JUST,28077
24434,FORT MOVILLE,6552
24435,ST ETIENNE ESTRECHOUX,19641
24436,ST ROMAIN EN JAREZ,13572
24437,SAINNEVILLE,4969
24438,FOULBEC,598
24439,ST GENIES DE VARENSAL,32639
24440,ST THOMAS LA GARDE,4483
24441,ST ARNOULT,12815
24442,FRESNEY,17868
24443,ST JEAN DE CUCULLES,17460
24444,ST VINCENT DE BOISSET,2448
24445,ST AUBIN CELLOVILLE,3606
24446,GAILLON,2220
24447,ST NAZAIRE DE PEZAN,9070
24448,USSON EN FOREZ,19252
24449,ST AUBIN DE CRETOT,14843
24450,GARENNES SUR EURE,10163
24451,SALASC,24226
24452,VIRIGNEUX,17092
24453,ST AUBIN LE CAUF,8204
24454,GAUCIEL,8886
24455,SATURARGUES,5883
24456,ALLY,31094
24457,ST AUBIN ROUTOT,5524
24458,GISORS,939
24459,SUSSARGUES,5576
24460,ARAULES,20963
24461,ST AUBIN SUR MER,975
24462,GOUPIL OTHON,16598
24463,VACQUIERES,29454
24464,AUBAZAT,18882
24465,STE BEUVE EN RIVIERE,28259
24466,VAL D ORGER,13658
24467,VALROS,11090
24468,BARGES,21166
24469,ST CLAIR SUR LES MONTS,8611
24470,LE BOSC DU THEIL,13621
24471,VIOLS LE FORT,24370
24472,BEAULIEU,9960
24473,ST EUSTACHE LA FORET,6818
24474,HAUVILLE,16945
24475,AMANLIS,17436
24476,BEAUNE SUR ARZON,24052
24477,STE FOY,14854
24478,LA HAYE DE CALLEVILLE,13373
24479,BETZ LE CHATEAU,32171
24480,BESSAMOREL,9829
24481,ST GERMAIN SOUS CAILLY,19024
24482,HEUBECOURT HARICOURT,8154
24483,BRAYE SUR MAULNE,29413
24484,BLASSAC,23030
24485,ST GILLES DE LA NEUVILLE,8104
24486,LA HEUNIERE,7541
24487,BRIDORE,21964
24488,LE BOUCHET ST NICOLAS,22740
24489,ST HELLIER,21003
24490,IGOVILLE,2856
24491,CHARENTILLY,4919
24492,CERZAT,15326
24493,ST HONORE,18664
24494,ILLIERS L EVEQUE,13967
24495,CIVRAY SUR ESVES,22186
24496,CEYSSAC,4637
24497,ST JEAN DU CARDONNAY,2684
24498,IRREVILLE,7707
24499,CORMERY,6230
24500,CHAMALIERES SUR LOIRE,24292
24501,STE MARGUERITE SUR MER,677
24502,JUIGNETTES,25765
24503,COURCELLES DE TOURAINE,19664
24504,LE CHAMBON SUR LIGNON,4679
24505,STE MARIE AU BOSC,11288
24506,JUMELLES,20224
24507,FONDETTES,828
24508,LA CHAPELLE D AUREC,4157
24509,ST MARTIN DU MANOIR,2234
24510,LILLY,31700
24511,LUBLE,31332
24512,LA CHAPELLE GENESTE,22107
24513,ST MARTIN DU VIVIER,2202
24514,LISORS,18723
24515,LUZILLE,18804
24516,CHARRAIX,21874
24517,PETIT CAUX,678
24518,LA MADELEINE DE NONANCOURT,9323
24519,MARCAY,31853
24520,LA CHOMETTE,11690
24521,PETIT CAUX,678
24522,MAINNEVILLE,25316
24523,MAZIERES DE TOURAINE,15607
24524,COUTEUGES,15952
24525,PETIT CAUX,678
24526,MANDEVILLE,9136
24527,MOUZAY,17827
24528,ESPLANTAS VAZEILLES,29409
24529,ST MAURICE D ETELAN,19026
24530,MARCILLY SUR EURE,9480
24531,NEUIL,29510
24532,FAY SUR LIGNON,21050
24533,ST PIERRE DE VARENGEVILLE,4849
24534,LE MESNIL JOURDAIN,6845
24535,NEUVY LE ROI,13556
24536,FELINES,26120
24537,SOMMESNIL,23424
24538,MESNIL SUR L ESTREE,8532
24539,PANZOULT,13799
24540,FERRUSSAC,28575
24541,SORQUAINVILLE,16537
24542,TERRES DE BORD,3282
24543,RIVARENNES,14476
24544,FREYCENET LA TOUR,18101
24545,TANCARVILLE,676
